url,id,name,price,listing_rating,listing_rating_count,sold_count,location,platform,category,crawl_timestamp,reviews,review_count
https://www.lazada.vn/products/pdp-i3139382615.html,3139382615,điện thoại SS.A10s 2sim ram 3G bộ nhớ trong 32GB nguyên zin đẹp keng,650769.0,4.0,43.0,108,Hồ Chí Minh,lazada_vn,Electronics,2025-11-04 19:20:37.201128,[],0
https://www.lazada.vn/products/pdp-i3231545618.html,3231545618,[Chính hãng] Điện thoại Opp0 FFIND N5 (16GB/512GB) - Hàng chính hãng bảo hành 12 tháng có NFC,1050000.0,,,0,Bà Rịa Vũng Tàu,lazada_vn,Electronics,2025-11-04 19:20:53.986764,[],0
